,base,tag
25369,współpraca,subst:sg:gen:f
25370,przedsiębiorca,subst:pl:gen:m1
25371,zainteresowany,adj:pl:gen:m1:pos
25372,ochrona,subst:sg:inst:f
25373,swój,adj:pl:gen:m3:pos
25374,interes,subst:pl:gen:m3
25375,.,interp
25376,tak,qub
25377,więc,conj
25378,to,subst:sg:nom:n
25379,",",interp
25380,czy,qub
25381,ustawa,subst:sg:nom:f
25382,ten,adj:sg:nom:f:pos
25383,zrealizować,fin:sg:ter:perf
25384,pokładać,ppas:pl:acc:f:imperf:aff
25385,w,prep:loc:nwok
25386,on,ppron3:sg:loc:f:ter:akc:praep
25387,nadzieja,subst:pl:acc:f
25388,",",interp
25389,w,prep:loc:nwok
25390,znaczny,adj:sg:loc:f:pos
25391,miara,subst:sg:loc:f
25392,uzależniony,adj:sg:nom:n:pos
25393,być,fin:sg:ter:imperf
25394,oda,subst:pl:gen:f
25395,konsolidacja,subst:sg:gen:f
25396,i,conj
25397,działać,ger:sg:gen:n:imperf:aff
25398,sam,adj:pl:gen:m1:pos
25399,przedsiębiorca,subst:pl:gen:m1
25400,.,interp
25401,mówić,impt:sg:sec:imperf
25402,do,prep:gen
25403,dziecko,subst:sg:gen:n
25404,wyraźnie,adv:pos
25405,",",interp
25406,prosto,adv:pos
25407,i,conj
25408,nie,qub
25409,za,prep:acc
25410,szybko,adv:pos
25411,",",interp
25412,aby,comp
25413,móc,praet:sg:n:imperf
25414,prawidłowo,adv:pos
25415,odbierać,inf:imperf
25416,dźwięk,subst:pl:acc:m3
25417,mowa,subst:sg:gen:f
25418,",",interp
25419,przetwarzać,inf:imperf
25420,on,ppron3:pl:acc:m3:ter:nakc:npraep
25421,i,conj
25422,rozumieć,inf:imperf
25423,.,interp
25424,rodzic,subst:pl:nom:m1
25425,",",interp
25426,być,pcon:imperf
25427,dla,prep:gen
25428,dziecko,subst:sg:gen:n
25429,ważny,adj:sg:inst:m3:sup
25430,punkt,subst:sg:inst:m3
25431,odniesienie,subst:sg:gen:n
25432,",",interp
25433,powinien,winien:pl:m1:imperf
25434,zacząć,inf:perf
25435,rozmawiać,inf:imperf
25436,z,prep:inst:wok
25437,swój,adj:sg:inst:f:pos
25438,pociecha,subst:sg:inst:f
25439,"""",interp
25440,normalny,adj:sg:inst:m3:pos
25441,"""",interp
25442,język,subst:sg:inst:m3
25443,późno,adv:sup
25444,od,prep:gen:nwok
25445,czas,subst:sg:gen:m3
25446,",",interp
25447,kiedy,adv
25448,rozpoczynać,fin:sg:ter:imperf
25449,się,qub
25450,intensywny,adj:sg:nom:n:com
25451,wzbogacać,ger:sg:nom:n:imperf:aff
25452,słownictwo,subst:sg:gen:n
25453,",",interp
25454,to,conj
25455,być,fin:sg:ter:imperf
25456,od,prep:gen:nwok
25457,wiek,subst:sg:gen:m3
25458,12,num:pl:gen:m3:congr
25459,-,interp
25460,18,num:pl:gen:m3:congr
25461,miesiąc,brev:npun
25462,.,interp
25463,nie,qub
25464,rozmawiać,impt:sg:sec:imperf
25465,z,prep:inst:nwok
25466,on,ppron3:sg:inst:n:ter:akc:praep
25467,cały,adj:sg:acc:m3:pos
25468,czas,subst:sg:acc:m3
25469,jak,adv:pos
25470,z,prep:inst:nwok
25471,dzidziuś,subst:sg:inst:m1
25472,.,interp
25473,pieszczotliwy,adj:sg:nom:n:pos
25474,przemawiać,ger:sg:nom:n:imperf:aff
25475,nie,qub
25476,zachęcać,fin:sg:ter:imperf
25477,do,prep:gen
25478,rozwijać,ger:sg:gen:n:imperf:aff
25479,język,subst:sg:gen:m3
25480,i,conj
25481,używać,ger:sg:gen:n:imperf:aff
25482,on,ppron3:sg:gen:m3:ter:nakc:npraep
25483,w,prep:loc:nwok
25484,sytuacja,subst:pl:loc:f
25485,rzeczywisty,adj:pl:gen:f:pos
25486,.,interp
25487,zbyt,qub
25488,długotrwały,adj:sg:nom:n:pos
25489,nadużywać,ger:sg:nom:n:imperf:aff
25490,zdrobnienie,subst:pl:gen:n
25491,i,conj
25492,dziecięcy,adj:pl:gen:m3:pos
25493,neologizm,subst:pl:gen:m3
25494,niepotrzebnie,adv:pos
25495,hamować,fin:sg:ter:imperf
25496,rozwój,subst:sg:acc:m3
25497,językowy,adj:sg:acc:m3:pos
25498,.,interp
25499,mówić,impt:sg:sec:imperf
25500,pełny,adj:pl:inst:n:pos
25501,zdanie,subst:pl:inst:n
25502,",",interp
25503,gdyż,comp
25504,to,subst:sg:nom:n
25505,dostarczać,fin:sg:ter:imperf
25506,dobry,adj:sg:gen:m3:pos
25507,model,subst:sg:gen:m3
25508,dla,prep:gen
25509,on,ppron3:sg:gen:n:ter:akc:npraep
25510,własny,adj:pl:gen:m3:pos
25511,",",interp
25512,długi,adj:pl:gen:m3:com
25513,wywód,subst:pl:gen:m3
25514,.,interp
25515,niech,qub
25516,dobór,subst:sg:nom:m3
25517,słowo,subst:pl:gen:n
25518,",",interp
25519,budowa,subst:sg:nom:f
25520,i,conj
25521,długość,subst:sg:nom:f
25522,zdanie,subst:pl:gen:n
25523,być,bedzie:pl:ter:imperf
25524,odpowiedni,adj:pl:nom:f:pos
25525,do,prep:gen
25526,stan,subst:sg:gen:m3
25527,rozwój,subst:sg:gen:m3
25528,językowy,adj:sg:gen:m3:pos
25529,i,conj
25530,intelektualny,adj:sg:gen:m3:pos
25531,dziecko,subst:sg:gen:n
25532,lub,conj
25533,nawet,qub
25534,odrobina,subst:sg:acc:f
25535,ponad,qub
25536,ten,adj:sg:acc:m3:pos
25537,poziom,subst:sg:acc:m3
25538,-,interp
25539,zawsze,adv
25540,móc,fin:sg:sec:imperf
25541,przecież,qub
25542,wyjaśnić,inf:perf
25543,dziecko,subst:sg:dat:n
25544,trudny,adj:pl:acc:m3:com
25545,zwrot,subst:pl:acc:m3
25546,czy,conj
25547,termin,subst:pl:acc:m3
25548,.,interp
25549,Wawilen,subst:sg:nom:m1
25550,być,fin:sg:ter:imperf
25551,klasyczny,adj:sg:inst:m3:pos
25552,postmodernistyczny,adj:sg:inst:m3:pos
25553,antybohater,subst:sg:inst:m1
25554,.,interp
25555,cyniczny,adj:sg:nom:m1:pos
25556,",",interp
25557,pozornie,adv:pos
25558,nieporadny,adj:sg:nom:m1:pos
25559,",",interp
25560,a,conj
25561,równocześnie,adv:pos
25562,cwany,adj:sg:nom:m1:pos
25563,",",interp
25564,mieć,fin:sg:ter:imperf
25565,ogromny,adj:sg:acc:m3:pos
25566,dar,subst:sg:acc:m3
25567,błyskawiczny,adj:sg:gen:n:pos
25568,kojarzyć,ger:sg:gen:n:imperf:aff
25569,zapamiętać,ppas:pl:gen:m3:perf:aff
25570,strzęp,subst:pl:gen:m3
25571,inteligencki,adj:sg:gen:n:pos
25572,wychowanie,subst:sg:gen:n
25573,humanistyczny,adj:sg:gen:n:pos
25574,w,prep:acc:nwok
25575,chwytliwy,adj:pl:acc:m3:pos
25576,spot,subst:pl:acc:m3
25577,i,conj
25578,klip,subst:pl:acc:m3
25579,",",interp
25580,dostosować,ppas:pl:gen:m3:perf:aff
25581,do,prep:gen
25582,rosyjski,adj:sg:gen:f:pos
25583,mentalność,subst:sg:gen:f
25584,.,interp
25585,ten,adj:sg:nom:m1:pos
25586,były,adj:sg:nom:m1:pos
25587,poeta,subst:sg:nom:m1
25588,",",interp
25589,a,conj
25590,dziś,adv
25591,"""",interp
25592,kreatywny,adj:sg:nom:m1:pos
25593,"""",interp
25594,kolejny,adj:pl:gen:f:pos
25595,firma,subst:pl:gen:f
25596,reklamowy,adj:pl:gen:f:pos
25597,",",interp
25598,nadal,adv
25599,być,fin:sg:ter:imperf
25600,inżynier,subst:sg:inst:m1
25601,dusza,subst:pl:gen:f
25602,ludzki,adj:pl:gen:f:pos
25603,.,interp
25604,pozbawić,ppas:sg:nom:m1:perf:aff
25605,jakikolwiek,adj:sg:gen:f:pos
25606,wrażliwość,subst:sg:gen:f
25607,moralny,adj:sg:gen:f:pos
25608,być,fin:sg:ter:imperf
25609,wyłącznie,adv:pos
25610,obserwator,subst:sg:inst:m1
25611,i,conj
25612,manipulator,subst:sg:inst:m1
25613,.,interp
25614,cały,adj:sg:nom:f:pos
25615,on,ppron3:sg:gen:m1:ter:akc:npraep
25616,moc,num:sg:nom:f:rec
25617,polegać,fin:sg:ter:imperf
25618,na,prep:loc
25619,zręczny,adj:sg:inst:n:pos
25620,kojarzyć,ger:sg:loc:n:imperf:aff
25621,bardzo,adv:sup
25622,zaskakiwać,pact:pl:gen:m3:imperf:aff
25623,odpadek,subst:pl:gen:m3
25624,wielowiekowy,adj:sg:gen:m3:pos
25625,dorobek,subst:sg:gen:m3
25626,kultura,subst:sg:gen:f
25627,w,prep:acc:nwok
25628,taki,adj:sg:acc:m3:pos
25629,sposób,subst:sg:acc:m3
25630,",",interp
25631,by,comp
25632,tylko,qub
25633,trafić,inf:perf
25634,do,prep:gen
25635,odbiorca,subst:sg:gen:m1
25636,i,conj
25637,zadziałać,inf:perf
25638,na,prep:acc
25639,on,ppron3:sg:gen:m1:ter:akc:npraep
25640,podświadomość,subst:sg:acc:f
25641,.,interp
25642,sam,adj:sg:nom:m1:pos
25643,Wawilen,subst:sg:nom:m1
25644,Tatarski,subst:sg:nom:m1
25645,być,fin:sg:ter:imperf
25646,pokraczny,adj:sg:inst:f:pos
25647,krzyżówka,subst:sg:inst:f
25648,człowiek,subst:sg:gen:m1
25649,radziecki,adj:sg:gen:m1:pos
25650,z,prep:inst:nwok
25651,on,ppron3:sg:gen:m1:ter:akc:npraep
25652,rosyjski,adja
25653,-,interp
25654,azjatycki,adj:pl:inst:m1:pos
25655,przodek,subst:pl:inst:m1
25656,.,interp
25657,on,ppron3:sg:gen:m1:ter:akc:npraep
25658,imię,subst:sg:nom:n
25659,to,pred
25660,zbitka,subst:sg:nom:f
25661,Wasilij,subst:sg:gen:m1
25662,Aksjonow,subst:sg:gen:m1
25663,i,conj
25664,Lenin,subst:sg:gen:m1
25665,oraz,adv
25666,w,prep:loc:nwok
25667,podtekst,subst:sg:loc:m3
25668,Babilon,subst:sg:gen:m3
25669,(,interp
25670,rosyjski,brev:pun
25671,.,interp
25672,Wawiłon,subst:sg:nom:m3
25673,),interp
25674,z,prep:inst:nwok
25675,mistyka,subst:sg:inst:f
25676,Sumer,subst:pl:gen:m1
25677,",",interp
25678,kult,subst:sg:inst:m3
25679,Baala,subst:sg:gen:m1
25680,",",interp
25681,Mamona,subst:sg:gen:m1
25682,i,conj
25683,Isztar,subst:sg:gen:f
25684,.,interp
25685,wędrówka,subst:sg:nom:f
25686,po,prep:loc
25687,Moskwa,subst:sg:loc:f
25688,i,conj
25689,koncern,subst:pl:loc:m3
25690,medialny,adj:pl:loc:m3:pos
25691,Azadowski,subst:sg:gen:m1
25692,nie,qub
25693,kończyć,fin:sg:ter:imperf
25694,się,qub
25695,bułhakowowski,adj:sg:inst:f:pos
25696,noc,subst:sg:inst:f
25697,Walpurgia,subst:sg:gen:f
25698,",",interp
25699,lecz,conj
25700,błądzenie,subst:sg:inst:n
25701,po,prep:loc
25702,medialny,adj:sg:loc:f:pos
25703,wieża,subst:sg:loc:f
25704,Babel,subst:sg:loc:f
25705,",",interp
25706,w,prep:loc:nwok
25707,który,adj:sg:loc:f:pos
25708,żaden,adj:sg:nom:f:pos
25709,komunikacja,subst:sg:nom:f
25710,nie,qub
25711,być,fin:sg:ter:imperf
25712,ani,conj
25713,możliwy,adj:sg:nom:f:pos
25714,",",interp
25715,ani,conj
25716,pożądany,adj:sg:nom:f:pos
25717,.,interp
25718,oczywiście,qub
25719,jako,conj
25720,wiceprzewodniczący,subst:sg:nom:m1
25721,komisja,subst:sg:gen:f
25722,regulaminowy,adj:sg:gen:f:pos
25723,i,conj
25724,sprawa,subst:pl:gen:f
25725,senatorski,adj:pl:gen:f:pos
25726,musieć,fin:sg:pri:imperf
25727,z,prep:inst:wok
25728,zdumienie,subst:sg:inst:n
25729,stwierdzić,inf:perf
25730,",",interp
25731,że,comp
25732,znajomość,subst:sg:nom:f
25733,regulamin,subst:sg:gen:m3
25734,przez,prep:acc:nwok
25735,zarówno,conj
25736,senator,subst:pl:acc:m1
25737,",",interp
25738,jak,conj
25739,i,conj
25740,pan,subst:sg:acc:m1
25741,marszałek,subst:sg:acc:m1
25742,",",interp
25743,przechodzić,fin:sg:ter:imperf
25744,mój,adj:pl:acc:n:pos
25745,śmiały,adj:sg:acc:n:sup
25746,wyobrażenie,subst:sg:acc:n
25747,",",interp
25748,bo,comp
25749,jakoś,adv:pos
25750,nie,qub
25751,pamiętać,fin:sg:pri:imperf
25752,",",interp
25753,żeby,comp
25754,gdziekolwiek,adv
25755,w,prep:loc:nwok
25756,regulamin,subst:sg:loc:m3
25757,być,praet:sg:n:imperf
25758,zapisać,ppas:sg:nom:n:perf:aff
25759,",",interp
25760,że,comp
25761,sprawozdawca,subst:sg:nom:m1
25762,musieć,fin:sg:ter:imperf
25763,być,inf:imperf
25764,cały,adj:sg:acc:m3:pos
25765,czas,subst:sg:acc:m3
25766,obecny,adj:sg:nom:m1:pos
25767,na,prep:loc
25768,sala,subst:sg:loc:f
25769,.,interp
25770,wydawać,fin:sg:ter:imperf
25771,ja,ppron12:sg:dat:m1:pri:nakc
25772,się,qub
25773,",",interp
25774,że,comp
25775,jeżeli,comp
25776,nawet,qub
25777,śledzić,fin:sg:ter:imperf
25778,.,interp
25779,.,interp
25780,.,interp
25781,dać,praet:sg:m1:perf
25782,koń,subst:pl:dat:m2
25783,po,prep:loc
25784,siarczysty,adj:sg:loc:m3:pos
25785,bat,subst:sg:loc:m3
25786,",",interp
25787,ściągnąć,praet:sg:m1:perf
25788,lejc,subst:pl:acc:m3
25789,",",interp
25790,zawrócić,praet:sg:m1:perf
25791,prawie,qub
25792,na,prep:loc
25793,miejsce,subst:sg:loc:n
25794,i,conj
25795,zacząć,praet:sg:m1:perf
25796,uciekać,inf:imperf
25797,.,interp
25798,nie,qub
25799,chcieć,praet:sg:m1:imperf
25800,",",interp
25801,a,conj
25802,raczej,qub
25803,nie,qub
25804,móc,praet:sg:m1:imperf:nagl
25805,odwrócić,inf:perf
25806,głowa,subst:sg:gen:f
25807,",",interp
25808,ażeby,comp
25809,się,qub
25810,obejrzeć,inf:perf
25811,poza,prep:acc
25812,siebie,siebie:acc
25813,i,conj
25814,zbadać,inf:perf
25815,",",interp
25816,co,subst:sg:nom:n
25817,się,qub
25818,tam,adv
25819,dziać,fin:sg:ter:imperf
25820,.,interp
25821,zdawać,praet:sg:n:imperf
25822,on,ppron3:sg:dat:m1:ter:nakc:npraep
25823,się,qub
25824,",",interp
25825,że,comp
25826,umknąć,fin:sg:ter:perf
25827,na,prep:acc
25828,bok,subst:sg:acc:m3
25829,nie,qub
25830,postrzec,ppas:sg:nom:m1:perf:aff
25831,.,interp
25832,nieszczęście,subst:sg:nom:n
25833,chcieć,praet:sg:n:imperf
25834,",",interp
25835,że,comp
25836,miejsce,subst:sg:nom:n
25837,być,praet:sg:n:imperf
25838,goły,adj:sg:nom:n:pos
25839,i,conj
25840,pusty,adj:sg:nom:n:pos
25841,w,prep:loc:nwok
25842,promień,subst:sg:loc:m3
25843,wiorsta,subst:pl:gen:f
25844,kilka,num:pl:gen:f:congr
25845,.,interp
25846,uciekać,pact:sg:acc:m3:imperf:aff
25847,wóz,subst:sg:acc:m3
25848,spostrzec,imps:perf
25849,.,interp
25850,z,prep:gen:nwok
25851,szereg,subst:pl:gen:m3
25852,postępować,pact:sg:gen:n:imperf:aff
25853,wojsko,subst:sg:gen:n
25854,odłamać,praet:sg:f:perf
25855,się,qub
25856,grupa,subst:sg:nom:f
25857,jeździec,subst:pl:gen:m1
25858,",",interp
25859,wysunąć,praet:sg:f:perf
25860,przed,prep:acc:nwok
25861,front,subst:sg:acc:m3
25862,i,conj
25863,pomknąć,praet:sg:f:perf
25864,co,comp
25865,koń,subst:sg:nom:m2
25866,skoczyć,fin:sg:ter:perf
25867,.,interp
25868,Winrych,subst:sg:nom:m1
25869,",",interp
25870,patrzeć,pcon:imperf
25871,już,qub
25872,na,prep:acc
25873,ten,adj:sg:acc:n:pos
25874,zjawisko,subst:sg:acc:n
25875,",",interp
25876,nie,qub
25877,móc,praet:sg:m1:imperf:nagl
25878,zrozumieć,inf:perf
25879,",",interp
25880,czy,qub
25881,ten,adj:pl:nom:m1:pos
25882,człowiek,subst:pl:nom:m1
25883,sadzić,fin:pl:ter:imperf
25884,ku,prep:dat
25885,on,ppron3:sg:dat:m1:ter:akc:praep
25886,",",interp
25887,czy,qub
25888,się,qub
25889,oddalać,fin:pl:ter:imperf
25890,w,prep:loc:nwok
25891,kierunek,subst:sg:loc:m3
25892,przeciwległy,adj:sg:loc:m3:pos
25893,.,interp
25894,dopiero,qub
25895,zobaczyć,pant:perf
25896,chorągiewka,subst:pl:acc:f
25897,przy,prep:loc
25898,schylić,ppas:pl:loc:f:perf:aff
25899,lanca,subst:pl:loc:f
25900,i,conj
25901,łeb,subst:pl:acc:m3
25902,koński,adj:pl:acc:m3:pos
25903,",",interp
25904,zorientować,praet:sg:m1:perf
25905,",",interp
25906,się,qub
25907,dobrze,adv:pos
25908,.,interp
25909,wtedy,adv
25910,krew,subst:sg:nom:f
25911,szarpać,pact:sg:nom:f:imperf:aff
25912,się,qub
25913,w,prep:loc:nwok
25914,on,ppron3:sg:gen:m1:ter:akc:npraep
25915,puls,subst:pl:loc:m3
25916,-,interp
25917,jakby,qub
25918,stężeć,praet:sg:f:perf
25919,i,conj
25920,stanąć,praet:sg:f:perf
25921,w,prep:loc:nwok
25922,bieg,subst:sg:loc:m3
25923,.,interp
25924,.,interp
25925,.,interp
25926,zatrzymać,praet:sg:m1:perf
25927,koń,subst:pl:acc:m2
25928,",",interp
25929,omotać,praet:sg:m1:perf
25930,dokoła,prep:gen
25931,luśnia,subst:sg:gen:f
25932,parciany,adj:pl:acc:m3:pos
25933,lejc,subst:pl:acc:m3
25934,i,conj
25935,namyślać,praet:sg:m1:imperf
25936,się,qub
25937,",",interp
25938,co,subst:sg:acc:n
25939,wywlec,inf:perf
25940,z,prep:gen:nwok
25941,wóz,subst:sg:gen:m3
25942,do,prep:gen
25943,obrona,subst:sg:gen:f
25944,:,interp
25945,pałasz,subst:sg:acc:m3
25946,czy,conj
25947,sztucer,subst:sg:acc:m3
25948,nie,qub
25949,nabić,ppas:sg:acc:m3:perf:aff
25950,?,interp
25951,zanim,comp
25952,wszakże,qub
25953,cokolwiek,subst:sg:acc:n
25954,przedsięwziąć,inf:perf
25955,zdołać,praet:sg:m1:perf
25956,",",interp
25957,machinalnie,adv:pos
25958,zbliżyć,praet:sg:m1:perf
25959,się,qub
25960,do,prep:gen
25961,zmordować,ppas:pl:gen:m2:perf:aff
25962,koń,subst:pl:gen:m2
25963,swój,adj:pl:gen:m2:pos
25964,i,conj
25965,zacząć,praet:sg:m1:perf
25966,jeden,adj:sg:dat:m2:pos
25967,z,prep:gen:nwok
25968,on,ppron3:pl:gen:m2:ter:akc:praep
25969,zdejmować,inf:imperf
25970,kantar,subst:sg:acc:m3
25971,z,prep:gen:wok
25972,łeb,subst:sg:gen:m3
25973,i,conj
25974,ściągać,inf:imperf
25975,chomąto,subst:sg:acc:n
25976,",",interp
25977,jakby,qub
25978,z,prep:inst:nwok
25979,zamiar,subst:sg:inst:m3
25980,puścić,ger:sg:gen:n:perf:aff
25981,na,prep:acc
25982,wolność,subst:sg:acc:f
25983,ten,adj:pl:gen:m1:pos
25984,towarzysz,subst:pl:gen:m1
25985,niewola,subst:sg:gen:f
25986,.,interp
25987,czynić,pcon:imperf
25988,to,subst:sg:acc:n
25989,",",interp
25990,na,prep:acc
25991,chwila,subst:sg:acc:f
25992,przytulić,praet:sg:m1:perf
25993,się,qub
25994,do,prep:gen
25995,szyja,subst:sg:gen:f
25996,koński,adj:sg:gen:f:pos
25997,i,conj
25998,westchnąć,praet:sg:m1:perf
25999,.,interp
26000,osiem,num:pl:nom:m1:rec
26001,ułan,subst:pl:gen:m1
26002,rosyjski,adj:pl:gen:m1:pos
26003,na,prep:loc
26004,piękny,adj:pl:loc:m2:pos
26005,gniady,adj:pl:loc:m2:pos
26006,koń,subst:pl:loc:m2
26007,dopaść,praet:sg:n:perf
26008,wóz,subst:sg:gen:m3
26009,i,conj
26010,w,prep:loc:nwok
26011,mgnienie,subst:sg:loc:n
26012,oko,subst:sg:gen:n
26013,z,prep:gen:wok
26014,wszystek,adj:pl:gen:f:pos
26015,strona,subst:pl:gen:f
26016,on,ppron3:sg:acc:m3:ter:nakc:npraep
26017,otoczyć,praet:sg:n:perf
26018,.,interp
26019,jeden,adj:sg:nom:m1:pos
26020,z,prep:gen:nwok
26021,on,ppron3:pl:gen:m1:ter:akc:praep
26022,",",interp
26023,nie,qub
26024,mówić,pcon:imperf
26025,ani,qub
26026,słowo,subst:sg:gen:n
26027,",",interp
26028,począć,praet:sg:m1:perf
26029,zrzucać,inf:imperf
26030,lanca,subst:sg:inst:f
26031,suchy,adj:pl:acc:f:pos
26032,gałąź,subst:pl:acc:f
26033,oraz,conj
26034,snopek,subst:pl:acc:m3
26035,kłoć,subst:pl:gen:f
26036,i,conj
26037,sondować,inf:imperf
26038,głąb,subst:sg:acc:f
26039,wóz,subst:sg:gen:m3
26040,.,interp
26041,składać,pcon:imperf
26042,zgłoszenie,subst:sg:acc:n
26043,rejestracyjny,adj:sg:acc:n:pos
26044,VAT-R,adj:sg:acc:n:pos
26045,",",interp
26046,musieć,fin:sg:sec:imperf
26047,liczyć,inf:imperf
26048,się,qub
26049,z,prep:inst:nwok
26050,konieczność,subst:sg:inst:f
26051,wydać,ger:sg:gen:n:perf:aff
26052,152,num:pl:gen:m2:congr
26053,złoty,brev:npun
26054,.,interp
26055,tyle,num:sg:acc:m2:rec
26056,wynosić,fin:sg:ter:imperf
26057,opłata,subst:sg:nom:f
26058,skarbowy,adj:sg:nom:f:pos
26059,od,prep:gen:nwok
26060,potwierdzić,ger:sg:gen:n:perf:aff
26061,zarejestrować,ger:sg:gen:n:perf:aff
26062,podatnik,subst:sg:gen:m1
26063,podatek,subst:sg:gen:m3
26064,od,prep:gen:nwok
26065,towar,subst:pl:gen:m3
26066,i,conj
26067,usługa,subst:pl:gen:f
26068,jako,conj
26069,podatnik,subst:sg:gen:m1
26070,czynny,adj:sg:gen:m1:pos
26071,lub,conj
26072,zwolniony,adj:sg:gen:m1:pos
26073,VAT,subst:sg:gen:m3
26074,.,interp
26075,pojawiać,fin:sg:ter:imperf
26076,się,qub
26077,jednak,conj
26078,bardzo,adv:pos
26079,często,adv:pos
26080,wątpliwość,subst:sg:nom:f
26081,-,interp
26082,w,prep:acc:nwok
26083,jaki,adj:sg:acc:m3:pos
26084,sposób,subst:sg:acc:m3
26085,ustalić,inf:perf
26086,moment,subst:sg:acc:m3
26087,",",interp
26088,od,prep:gen:nwok
26089,który,adj:sg:gen:m3:pos
26090,uzyskać,ppas:sg:nom:f:perf:aff
26091,faktura,subst:sg:nom:f
26092,VAT,adj:sg:nom:f:pos
26093,uprawniać,fin:sg:ter:imperf
26094,do,prep:gen
26095,odliczyć,ger:sg:gen:n:perf:aff
26096,podatek,subst:sg:gen:m3
26097,?,interp
26098,czy,qub
26099,podatnik,subst:pl:nom:m1
26100,móc,fin:pl:ter:imperf
26101,odliczyć,inf:perf
26102,VAT,subst:sg:acc:m3
26103,wykazać,ppas:sg:acc:m3:perf:aff
26104,na,prep:loc
26105,faktura,subst:pl:loc:f
26106,",",interp
26107,który,adj:pl:acc:f:pos
26108,otrzymać,praet:pl:m1:perf
26109,przed,prep:inst:nwok
26110,dokonać,ger:sg:inst:n:perf:aff
26111,rejestracja,subst:sg:gen:f
26112,VAT-R,adj:pl:gen:f:pos
26113,?,interp
26114,czy,qub
26115,uznać,ppas:sg:nom:f:perf:aff
26116,za,prep:acc
26117,prawidłowy,adj:sg:acc:f:pos
26118,być,bedzie:sg:ter:imperf
26119,faktura,subst:sg:nom:f
26120,",",interp
26121,na,prep:loc
26122,który,adj:sg:loc:f:pos
26123,brakować,fin:sg:ter:imperf
26124,jakiś,adj:sg:gen:m3:pos
26125,element,subst:sg:gen:m3
26126,nazwa,subst:sg:gen:f
26127,?,interp
26128,wyobrazić,impt:pl:pri:perf
26129,siebie,siebie:dat
26130,",",interp
26131,że,comp
26132,zanim,comp
26133,rozpocząć,praet:sg:m1:perf
26134,być,aglt:sg:sec:imperf:wok
26135,faktycznie,adv:pos
26136,działalność,subst:sg:acc:f
26137,",",interp
26138,dokonywać,praet:sg:m1:imperf
26139,być,aglt:sg:sec:imperf:wok
26140,zakup,subst:pl:gen:m3
26141,związany,adj:pl:gen:m3:pos
26142,z,prep:inst:nwok
26143,wyposażyć,ger:sg:inst:n:perf:aff
26144,sklep,subst:sg:gen:m3
26145,i,conj
26146,uzupełnić,ger:sg:inst:n:perf:aff
26147,towar,subst:pl:gen:m3
26148,.,interp
26149,nie,qub
26150,być,praet:sg:m1:imperf
26151,być,aglt:sg:sec:imperf:wok
26152,jeszcze,qub
26153,zarejestrować,ppas:sg:inst:m1:perf:aff
26154,przedsiębiorca,subst:sg:inst:m1
26155,-,interp
26156,wniosek,subst:sg:nom:m3
26157,o,prep:acc
26158,wpis,subst:sg:acc:m3
26159,do,prep:gen
26160,ewidencja,subst:sg:gen:f
26161,czekać,praet:sg:m1:imperf
26162,na,prep:acc
26163,rozpatrzeć,ger:sg:acc:n:perf:aff
26164,.,interp
26165,na,prep:acc
26166,zakupić,ppas:sg:acc:n:perf:aff
26167,wyposażenie,subst:sg:acc:n
26168,i,conj
26169,towar,subst:pl:acc:m3
26170,otrzymywać,praet:sg:m1:imperf
26171,być,aglt:sg:sec:imperf:wok
26172,faktura,subst:pl:acc:f
26173,na,prep:acc
26174,imię,subst:sg:acc:n
26175,i,conj
26176,nazwisko,subst:sg:acc:n
26177,",",interp
26178,ale,conj
26179,w,prep:loc:wok
26180,wniosek,subst:sg:loc:m3
26181,o,prep:acc
26182,wpis,subst:sg:acc:m3
26183,do,prep:gen
26184,ewidencja,subst:sg:gen:f
26185,jako,conj
26186,nazwa,subst:sg:acc:f
26187,firma,subst:sg:gen:f
26188,podać,praet:sg:m1:perf
26189,być,aglt:sg:sec:imperf:wok
26190,oprócz,prep:gen
26191,imię,subst:sg:gen:n
26192,i,conj
26193,nazwisko,subst:sg:gen:n
26194,również,qub
26195,człon,subst:sg:acc:m3
26196,wyróżniający,adj:sg:acc:m3:pos
26197,(,interp
26198,na_przykład,brev:pun
26199,.,interp
26200,PH,subst:sg:acc:n
26201,Kamitex,subst:sg:acc:m3
26202,),interp
26203,.,interp
26204,po,prep:loc
26205,uzyskać,ger:sg:loc:n:perf:aff
26206,wpis,subst:sg:gen:m3
26207,złożyć,praet:sg:m1:perf
26208,być,aglt:sg:sec:imperf:wok
26209,zgłoszenie,subst:sg:acc:n
26210,rejestracyjny,adj:sg:acc:n:pos
26211,VAT-R,adj:sg:acc:n:pos
26212,.,interp
26213,kiedy,adv
26214,składać,praet:sg:m1:imperf
26215,być,aglt:sg:sec:imperf:wok
26216,pierwszy,adj:sg:acc:f:pos
26217,deklaracja,subst:sg:acc:f
26218,VAT-7,adj:sg:acc:f:pos
26219,",",interp
26220,być,praet:sg:m1:imperf
26221,być,aglt:sg:sec:imperf:wok
26222,już,qub
26223,zarejestrować,ppas:sg:inst:m1:perf:aff
26224,podatnik,subst:sg:inst:m1
26225,VAT,subst:sg:gen:m3
26226,.,interp
26227,o,prep:loc
26228,szczegółowy,adj:pl:loc:n:pos
26229,wymaganie,subst:pl:loc:n
26230,stawiać,ppas:pl:loc:n:imperf:aff
26231,faktura,subst:sg:dat:f
26232,VAT,adj:sg:dat:f:pos
