,base,tag
23,to,qub
24,jak,adv
25,Bóg,subst:sg:nom:m1
26,dać,praet:sg:m1:perf
27,",",interp
28,przychodzić,praet:pl:m3:imperf
29,lato,subst:sg:inst:n
30,prosić,inf:imperf
31,o,prep:acc
32,zerwać,ger:sg:acc:n:perf:aff
33,kwiat,subst:pl:gen:m3
34,z,prep:gen:nwok
35,ogródek,subst:sg:gen:m3
36,do,prep:gen
37,bukiet,subst:sg:gen:m3
38,dla,prep:gen
39,pani,subst:sg:gen:f
40,na,prep:acc
41,koniec,subst:sg:acc:m3
42,rok,subst:sg:gen:m3
43,szkolny,adj:sg:gen:m3:pos
44,.,interp
45,wręczać,ger:sg:nom:n:imperf:aff
46,kwiat,subst:pl:gen:m3
47,polny,adj:pl:gen:m3:pos
48,",",interp
49,choćby,qub
50,piękny,adj:pl:gen:f:sup
51,",",interp
52,nie,qub
53,uchodzić,praet:sg:n:perf
54,.,interp
55,albo,conj
56,do,prep:gen
57,sypać,ger:sg:gen:n:imperf:aff
58,przez,prep:acc:nwok
59,dziewczynka,subst:pl:acc:f
60,na,prep:acc
61,procesja,subst:sg:acc:f
62,boży,adj:sg:gen:n:pos
63,ciało,subst:sg:gen:n
64,-,interp
65,tu,adv
66,płatek,subst:pl:nom:m3
67,polny,adj:pl:gen:f:pos
68,być,praet:pl:m3:imperf
69,",",interp
70,owszem,qub
71,",",interp
72,do,prep:gen
73,przyjąć,ger:sg:gen:n:perf:aff
74,",",interp
75,lecz,conj
76,musieć,praet:pl:f:imperf
77,w,prep:loc:nwok
78,on,ppron3:pl:loc:m3:ter:akc:praep
79,być,inf:imperf
80,pochodzić,pact:pl:nom:f:imperf:aff
81,z,prep:gen:nwok
82,róża,subst:sg:gen:f
83,i,conj
84,georginia,subst:sg:gen:f
85,-,interp
86,na,prep:acc
87,okrasa,subst:sg:acc:f
88,.,interp
89,i,conj
90,co,subst:sg:nom:n
91,?,interp
92,kiedy,adv
93,urządzać,imps:imperf
94,wiejski,adj:sg:acc:m3:pos
95,ogród,subst:sg:acc:m3
96,Zosia,subst:sg:gen:f
97,przy,prep:loc
98,ekranizacja,subst:sg:loc:f
99,"""",interp
100,pan,subst:sg:gen:m1
101,Tadeusz,subst:sg:gen:m1
102,"""",interp
103,",",interp
104,sprowadzić,imps:perf
105,roślina,subst:pl:acc:f
106,w,prep:loc:nwok
107,doniczka,subst:pl:loc:f
108,wprost,adv
109,z,prep:gen:nwok
110,Holandia,subst:sg:gen:f
111,.,interp
112,rzadko,adv:com
113,budować,fin:sg:ter:imperf
114,się,qub
115,teraz,adv
116,piwnica,subst:pl:acc:f
117,przy,prep:loc
118,nowy,adj:pl:loc:m3:pos
119,dom,subst:pl:loc:m3
120,",",interp
121,w,prep:loc:nwok
122,który,adj:pl:loc:m3:pos
123,można,pred
124,by,qub
125,przechowywać,inf:imperf
126,karpa,subst:pl:acc:f
127,dalia,subst:sg:gen:f
128,i,conj
129,ubywać,fin:sg:ter:imperf
130,stary,adj:pl:gen:f:pos
131,kobieta,subst:pl:gen:f
132,do,prep:gen
133,dalia,subst:pl:gen:f
134,nawykły,adj:pl:gen:f:pos
135,.,interp
0,jeszcze,qub
1,się,qub
2,jednak,conj
3,czas,subst:sg:inst:m3
4,on,ppron3:pl:acc:m3:ter:akc:npraep
5,spotykać,fin:sg:ter:imperf
6,-,interp
7,georginia,subst:pl:nom:f
8,i,conj
9,taki,adj:pl:nom:f:pos
10,kobieta,subst:pl:nom:f
11,.,interp
12,Bartosz,subst:sg:nom:m1
13,Dankiewicz,subst:sg:nom:m1
14,",",interp
15,jeden,adj:sg:nom:m1:pos
16,z,prep:gen:nwok
17,dobry,adj:pl:gen:m1:sup
18,projektant,subst:pl:gen:m1
19,ogród,subst:pl:gen:m3
20,",",interp
21,a,conj
22,zdanie,subst:sg:inst:n
23,Maja,subst:sg:gen:f
24,Popielarska,subst:sg:gen:f
25,mieć,fin:pl:pri:imperf
26,w,prep:loc:nwok
27,Polska,subst:sg:loc:f
28,co,prep:acc
29,mało,adv:sup
30,kilkanaście,num:pl:acc:m1:rec
31,na,prep:loc
32,znakomity,adj:sg:loc:m3:pos
33,poziom,subst:sg:loc:m3
34,",",interp
35,zatrzymać,pant:perf
36,się,qub
37,po,prep:loc
38,droga,subst:sg:loc:f
39,w,prep:loc:nwok
40,jakiś,adj:sg:loc:m3:pos
41,zajazd,subst:sg:loc:m3
42,",",interp
43,zostać,praet:sg:m1:perf
44,rozpoznać,ppas:sg:nom:m1:perf:aff
45,(,interp
46,pokazywać,praet:sg:m1:imperf
47,się,qub
48,w,prep:loc:nwok
49,telewizja,subst:sg:loc:f
50,),interp
51,i,conj
52,poprosić,ppas:sg:nom:m1:perf:aff
53,o,prep:acc
54,rada,subst:sg:acc:f
55,",",interp
56,jak,adv:pos
57,by,qub
58,zmienić,inf:perf
59,ogród,subst:sg:acc:m3
60,przy,prep:loc
61,firma,subst:sg:loc:f
62,na,prep:acc
63,miły,adj:sg:acc:m3:pos
64,dla,prep:gen
65,oko,subst:pl:gen:n
66,gość,subst:pl:gen:m1
67,.,interp
68,patrzeć,fin:sg:ter:imperf
69,i,conj
70,widzieć,fin:sg:ter:imperf
71,-,interp
72,dalia,subst:pl:acc:f
73,",",interp
74,mieczyk,subst:pl:acc:m3
75,",",interp
76,malwa,subst:pl:acc:f
77,",",interp
78,dawny,adj:sg:nom:n:pos
79,bractwo,subst:sg:acc:n
80,ogródkowy,adj:sg:acc:n:pos
81,w,prep:loc:nwok
82,pełny,adj:sg:loc:f:pos
83,krasa,subst:sg:loc:f
84,.,interp
85,prosić,fin:sg:pri:imperf
86,",",interp
87,nic,subst:sg:gen:n
88,nie,qub
89,zmieniać,impt:pl:sec:imperf
90,-,interp
91,powiedzieć,praet:sg:m1:perf
92,-,interp
93,ogród,subst:sg:acc:m3
94,mieć,fin:pl:sec:imperf
95,śliczny,adj:sg:acc:m3:pos
96,.,interp
97,ten,adj:sg:nom:f:pos
98,mizerota,subst:sg:nom:f
99,?,interp
100,Joanna,subst:sg:nom:f
101,Wierchowicz,subst:sg:nom:f
102,",",interp
103,pani,subst:sg:nom:f
104,sędzia,subst:sg:nom:f
105,z,prep:gen:nwok
106,Gorzów,subst:sg:gen:m3
107,wielkopolski,adj:sg:gen:m3:pos
108,",",interp
109,zobaczyć,praet:sg:f:perf
110,w,prep:loc:nwok
111,ogród,subst:sg:loc:m3
112,botaniczny,adj:sg:loc:m3:pos
113,w,prep:loc:nwok
114,Toronto,subst:sg:loc:n
115,malwa,subst:sg:acc:f
116,o,prep:loc
117,kwiat,subst:pl:loc:m3
118,czarny,adj:pl:loc:m3:pos
119,jak,prep:nom
120,węgiel,subst:sg:nom:m3
121,.,interp
122,jako,conj
123,rasowy,adj:sg:nom:f:pos
124,maniaczka,subst:sg:nom:f
125,ogrodowy,adj:sg:nom:f:pos
126,pani,subst:sg:nom:f
127,Joanna,subst:sg:nom:f
128,woleć,fin:sg:ter:imperf
129,odwiedzać,inf:imperf
130,miejsce,subst:pl:acc:n
131,botaniczny,adj:pl:acc:n:pos
132,niż,prep:nom
133,sklep,subst:pl:acc:m3
134,z,prep:inst:nwok
135,martwy,adj:sg:inst:m3:pos
136,towar,subst:sg:inst:m3
137,w,prep:loc:nwok
138,forma,subst:sg:loc:f
139,but,subst:pl:gen:m3
140,",",interp
141,ubranie,subst:pl:gen:n
142,et cetera,brev:pun
143,.,interp
144,",",interp
145,tak,adv:pos
146,być,praet:sg:n:imperf
147,i,conj
148,ten,adj:sg:inst:m3:pos
149,raz,subst:sg:inst:m3
150,.,interp
0,Abuś,interj
1,Bóg,subst:sg:voc:m1
2,widzieć,fin:sg:sec:imperf
3,a,conj
4,nie,qub
5,grzmieć,fin:sg:sec:imperf
6,!,interp
7,ręka,subst:pl:nom:f
8,ja,ppron12:sg:dat:m1:pri:nakc
9,opadać,fin:pl:ter:imperf
10,.,interp
11,.,interp
12,.,interp
13,.,interp
14,.,interp
15,:,interp
16,dezorientacja,subst:sg:nom:f
17,:,interp
18,irpe1809,subst:sg:nom:m3
19,psiaczek1988,subst:sg:nom:m3
20,",",interp
21,nie,qub
22,obrazić,impt:sg:sec:perf
23,się,qub
24,",",interp
25,ale,conj
26,sądzić,fin:sg:pri:imperf
27,",",interp
28,że,comp
29,mieć,fin:sg:sec:imperf
30,z,prep:inst:nwok
31,coś,subst:sg:inst:n
32,problem,subst:sg:acc:m3
33,.,interp
34,już,qub
35,czytać,fin:sg:pri:imperf
36,twój,adj:sg:acc:m3:pos
37,drugi,adj:sg:acc:m3:pos
38,post,subst:sg:acc:m3
39,i,conj
40,znów,adv
41,temat,subst:sg:acc:m3
42,to,pred
43,twój,adj:sg:nom:m1:pos
44,chłopak,subst:sg:nom:m1
45,i,conj
46,sex,subst:sg:nom:m3
47,.,interp
48,nie,qub
49,wiedzieć,fin:sg:pri:imperf
50,",",interp
51,ale,conj
52,myśleć,fin:sg:pri:imperf
53,",",interp
54,że,comp
55,duży,adj:sg:inst:m3:sup
56,narazie,subst:sg:inst:m3
57,twój,adj:sg:inst:m3:pos
58,problem,subst:sg:inst:m3
59,to,pred
60,być,fin:sg:ter:imperf
61,przed,prep:inst:wok
62,wszystko,subst:sg:inst:n
63,twój,adj:sg:nom:f:pos
64,niedojrzałość,subst:sg:nom:f
65,emocjonalny,adj:sg:nom:f:pos
66,.,interp
67,a,conj
68,gdzie,adv
69,być,fin:sg:ter:imperf
70,w,prep:loc:nwok
71,twój,adj:sg:loc:n:pos
72,serce,subst:sg:loc:n
73,jakiś,adj:sg:nom:m3:pos
74,romantyzm,subst:sg:nom:m3
75,?,interp
76,Abuś,subst:sg:nom:m3
77,romantyzm,subst:sg:nom:m3
78,?,interp
79,ja,ppron12:sg:nom:f:pri
80,by,qub
81,być,aglt:sg:pri:imperf:nwok
82,się,qub
83,zastanawiać,praet:sg:f:imperf
84,gdzie,adv
85,się,qub
86,podziać,praet:sg:m3:perf
87,on,ppron3:sg:dat:f:ter:akc:npraep
88,rozum,subst:sg:nom:m3
89,.,interp
90,.,interp
91,.,interp
92,ale,conj
93,skoro,comp
94,on,ppron3:sg:dat:f:ter:akc:npraep
95,odpowiadać,fin:sg:ter:imperf
96,to,subst:sg:nom:n
97,że,comp
98,się,qub
99,nie,qub
100,szanować,fin:sg:ter:imperf
101,(,interp
102,bez,prep:gen:nwok
103,obraza,subst:sg:gen:f
104,),interp
105,to,conj
106,luuzzz,subst:sg:nom:m3
107,.,interp
108,.,interp
109,.,interp
110,tylko,conj
111,potem,adv
112,niech,qub
113,nie,qub
114,lamentować,fin:sg:ter:imperf
115,że,comp
116,mieć,fin:sg:ter:imperf
117,dziecko,subst:sg:acc:n
118,.,interp
119,milusia32,brev:npun
120,psiaczek1988,subst:sg:nom:n
121,",",interp
122,być,fin:sg:sec:imperf
123,dyslektyk,subst:sg:inst:m1
124,?,interp
125,?,interp
126,czy,qub
127,twój,adj:sg:nom:m1:pos
128,chłopak,subst:sg:nom:m1
129,chcieć,praet:sg:m1:imperf
130,by,qub
131,małżeństwo,subst:pl:acc:n
132,z,prep:inst:nwok
133,ty,ppron12:sg:inst:m1:sec
134,?,interp
135,?,interp
136,wspominać,praet:sg:m1:imperf
137,o,prep:loc
138,to,subst:sg:loc:n
139,?,interp
140,?,interp
141,Sorrki,subst:sg:nom:n
142,jak,adv:pos
143,za,qub
144,dużo,num:pl:nom:n:rec
145,pytanie,subst:pl:gen:n
146,.,interp
147,.,interp
148,.,interp
149,ale,conj
150,z,prep:gen:nwok
151,góra,subst:sg:gen:f
152,dzięki,prep:dat
153,za,prep:acc
154,odpowiedź,subst:pl:acc:f
155,pozdrawiać,fin:sg:pri:imperf
0,luty,subst:sg:nom:m3
1,:,interp
2,na,prep:loc
3,"""",interp
4,czwórka,subst:sg:loc:f
5,"""",interp
6,i,conj
7,singiel,subst:sg:loc:m3
8,zatytułować,ppas:pl:gen:m1:perf:aff
9,"""",interp
10,"""",interp
11,Niebiesko,adja
12,-,interp
13,czarny,adj:pl:nom:m1:pos
14,"""",interp
15,na,prep:acc
16,swojski,adj:sg:acc:f:pos
17,nuta,subst:sg:acc:f
18,(,interp
19,1,adj:sg:nom:f:pos
20,),interp
21,"""",interp
22,i,conj
23,"""",interp
24,"""",interp
25,Niebiesko,adja
26,-,interp
27,czarny,adj:pl:nom:m1:pos
28,"""",interp
29,na,prep:acc
30,swojski,adj:sg:acc:f:pos
31,nuta,subst:sg:acc:f
32,(,interp
33,2,num:pl:nom:f:congr
34,),interp
35,"""",interp
36,",",interp
37,nagrać,ppas:pl:gen:n:perf:aff
38,10,adj:sg:gen:m3:pos
39,luty,subst:sg:gen:m3
40,(,interp
41,odpowiednio,adv:pos
42,-,interp
43,N,subst:sg:nom:n
44,0251,num:pl:nom:m3:rec
45,i,conj
46,SP,subst:sg:nom:f
47,83,num:pl:nom:m3:congr
48,),interp
49,śpiewać,fin:sg:ter:imperf
50,piosenka,subst:pl:acc:f
51,na,prep:loc
52,motyw,subst:pl:loc:m3
53,ludowy,adj:pl:loc:m3:pos
54,:,interp
55,"""",interp
56,mama,subst:sg:voc:f
57,",",interp
58,nasz,adj:sg:voc:f:pos
59,mama,subst:sg:voc:f
60,"""",interp
61,",",interp
62,"""",interp
63,głęboki,adj:sg:nom:f:pos
64,studzienka,subst:sg:nom:f
65,"""",interp
66,oraz,conj
67,"""",interp
68,stary,adj:sg:nom:m2:pos
69,niedźwiedź,subst:sg:nom:m2
70,"""",interp
71,.,interp
72,wiosna,subst:sg:nom:f
73,:,interp
74,komponować,fin:sg:ter:imperf
75,pierwszy,adj:sg:acc:f:pos
76,piosenka,subst:sg:acc:f
77,",",interp
78,który,adj:sg:nom:f:pos
79,ujrzeć,praet:sg:f:perf
80,światło,subst:sg:acc:n
81,dzienny,adj:sg:acc:n:pos
82,",",interp
83,po,prep:loc
84,okres,subst:sg:loc:m3
85,pierwszy,adj:pl:gen:m3:pos
86,pomysł,subst:pl:gen:m3
87,i,conj
88,próba,subst:pl:gen:f
89,-,interp
90,"""",interp
91,wiedzieć,fin:sg:pri:imperf
92,",",interp
93,że,comp
94,nie,qub
95,wrócić,fin:sg:sec:perf
96,"""",interp
97,.,interp
98,czerwiec,subst:sg:nom:m3
99,:,interp
100,"""",interp
101,Niebiesko,adja
102,-,interp
103,czarny,adj:pl:nom:m1:pos
104,"""",interp
105,z,prep:inst:nwok
106,Wydrzyckim,subst:sg:inst:n
107,prezentować,fin:pl:ter:imperf
108,"""",interp
109,wiedzieć,fin:sg:pri:imperf
110,",",interp
111,że,comp
112,nie,qub
113,wrócić,fin:sg:sec:perf
114,"""",interp
115,podczas,prep:gen
116,I,adj:sg:gen:m3:pos
117,krajowy,adj:sg:gen:m3:pos
118,festiwal,subst:sg:gen:m3
119,polski,adj:sg:gen:f:pos
120,piosenka,subst:sg:gen:f
121,w,prep:loc:nwok
122,Opole,subst:sg:loc:n
123,",",interp
124,19,adj:sg:gen:m3:pos
125,czerwiec,subst:sg:gen:m3
126,.,interp
127,piosenka,subst:sg:nom:f
128,przechodzić,fin:sg:ter:imperf
129,niezauważony,adj:sg:nom:f:pos
130,",",interp
131,natomiast,conj
132,grupa,subst:sg:nom:f
133,zostawać,fin:sg:ter:imperf
134,wyróżnić,ppas:sg:nom:f:perf:aff
135,nagroda,subst:sg:inst:f
136,zespołowy,adj:sg:inst:f:pos
137,.,interp
0,lipiec,subst:sg:nom:m3
1,-,interp
2,sierpień,subst:sg:nom:m3
3,:,interp
4,"""",interp
5,wiedzieć,fin:sg:pri:imperf
6,",",interp
7,że,comp
8,nie,qub
9,wrócić,fin:sg:sec:perf
10,"""",interp
11,oraz,conj
12,drugi,adj:sg:nom:f:pos
13,kompozycja,subst:sg:nom:f
14,Czesław,subst:sg:gen:m1
15,-,interp
16,"""",interp
17,czy,qub
18,ja,ppron12:sg:dat:f:pri:akc
19,jeszcze,qub
20,pamiętać,fin:sg:sec:imperf
21,"""",interp
22,stawać,fin:pl:ter:imperf
23,się,qub
24,wielki,adj:pl:inst:n:pos
25,przeboje,subst:pl:inst:n
26,na,prep:loc
27,wybrzeże,subst:sg:loc:n
28,",",interp
29,zwłaszcza,qub
30,podczas,prep:gen
31,występ,subst:pl:gen:m3
32,w,prep:loc:nwok
33,ramy,subst:pl:loc:n
34,inicjatywa,subst:sg:gen:f
35,Franciszek,subst:sg:gen:m1
36,Walicki,subst:sg:gen:m1
37,nazwać,ppas:sg:gen:f:perf:aff
38,"""",interp
39,non,subst:sg:nom:m3
40,-,interp
41,stop,subst:sg:nom:m3
42,"""",interp
43,",",interp
44,w,prep:loc:nwok
45,namiot,subst:sg:loc:m3
46,cyrkowy,adj:sg:loc:m3:pos
47,",",interp
48,ustawić,ppas:sg:loc:m3:perf:aff
49,przy,prep:loc
50,sopocki,adj:sg:loc:n:pos
51,molo,subst:sg:loc:n
52,",",interp
53,obok,adv
54,"""",interp
55,Grand,subst:sg:gen:m3
56,hotel,subst:sg:gen:m3
57,"""",interp
58,.,interp
59,w,prep:loc:nwok
60,sierpień,subst:sg:loc:m3
61,na,prep:acc
62,międzynarodowy,adj:sg:acc:m3:pos
63,festiwal,subst:sg:acc:m3
64,piosenka,subst:sg:gen:f
65,do,prep:gen
66,Sopot,subst:sg:gen:m3
67,przejeżdżać,fin:sg:ter:imperf
68,Bruno,subst:sg:nom:m1
69,Cocquatrix,subst:sg:nom:m1
70,",",interp
71,szef,subst:sg:nom:m1
72,słynny,adj:sg:gen:f:pos
73,paryski,adj:sg:gen:f:pos
74,"""",interp
75,Olympii,subst:sg:gen:f
76,"""",interp
77,.,interp
78,z,prep:gen:nwok
79,inicjatywa,subst:sg:gen:f
80,Pagartu,subst:sg:gen:m3
81,na,prep:loc
82,specjalny,adj:sg:loc:m3:pos
83,koncert,subst:sg:loc:m3
84,francuski,adj:sg:nom:m1:pos
85,menedżer,subst:sg:nom:m1
86,słuchać,fin:sg:ter:imperf
87,i,conj
88,oglądać,fin:sg:ter:imperf
89,występ,subst:pl:acc:m3
90,Ewa,subst:sg:gen:f
91,Demarczyk,subst:sg:gen:f
92,i,conj
93,"""",interp
94,Niebiesko,adja
95,-,interp
96,czarny,adj:pl:gen:f:pos
97,"""",interp
98,z,prep:inst:nwok
99,Wydrzyckim,subst:sg:inst:m1
100,.,interp
101,dzięki,prep:dat
102,to,subst:sg:dat:n
103,otrzymywać,fin:pl:ter:imperf
104,zaproszenie,subst:sg:acc:n
105,na,prep:acc
106,występ,subst:pl:acc:m3
107,w,prep:loc:nwok
108,Paryż,subst:sg:loc:m3
109,.,interp
110,wrzesień,subst:sg:acc:m3
111,:,interp
112,z,prep:gen:nwok
113,inicjatywa,subst:sg:gen:f
114,dyrektor,subst:sg:gen:m1
115,rozpoczynać,pact:sg:gen:m1:imperf:aff
116,działalność,subst:sg:acc:f
117,III,adj:sg:gen:m3:pos
118,program,subst:sg:gen:m3
119,polski,adj:sg:gen:n:pos
120,radio,subst:sg:gen:n
121,",",interp
122,Mateusz,subst:sg:gen:m1
123,Święcicki,subst:sg:gen:m1
124,",",interp
125,Wydrzycki,subst:sg:nom:m1
126,dokonywać,fin:sg:ter:imperf
127,z,prep:inst:nwok
128,zespół,subst:sg:inst:m3
129,"""",interp
130,boss,subst:sg:gen:m1
131,Nova,subst:sg:gen:n
132,Combo,subst:sg:nom:n
133,"""",interp
134,swój,adj:sg:gen:n:pos
135,pierwszy,adj:sg:gen:n:pos
136,nagranie,subst:sg:gen:n
137,radiowy,adj:sg:gen:n:pos
138,-,interp
139,"""",interp
140,pod,prep:inst:nwok
141,papuga,subst:pl:inst:m1
142,"""",interp
143,.,interp
0,jeśli,comp
1,siostra,subst:sg:nom:f
2,Karolina,subst:sg:nom:f
3,mieć,praet:sg:f:imperf
4,racja,subst:sg:acc:f
5,",",interp
6,to,conj
7,nie,qub
8,wszystek,adj:pl:nom:f:pos
9,mieszkanka,subst:pl:nom:f
10,dom,subst:sg:gen:m3
11,przyjść,praet:pl:f:perf
12,adorować,inf:imperf
13,święty,adj:sg:acc:m3:sup
14,sakrament,subst:sg:nom:m3
15,-,interp
16,Gliński,subst:sg:nom:m1
17,naliczyć,praet:sg:m1:perf
18,on,ppron3:pl:gen:m1:ter:akc:npraep
19,tylko,qub
20,pięćdziesiąt,num:pl:acc:f:rec
21,dwa,num:pl:acc:f:congr
22,.,interp
23,wszystek,adj:pl:nom:m3:pos
24,w,prep:loc:nwok
25,habit,subst:pl:loc:m3
26,albo,conj
27,świecki,adj:pl:loc:m3:pos
28,strój,subst:pl:loc:m3
29,postulantka,subst:pl:gen:f
30,.,interp
31,nawet,qub
32,jeśli,comp
33,w,prep:loc:nwok
34,pierwszy,adj:sg:loc:f:pos
35,chwila,subst:sg:loc:f
36,oczekiwać,praet:pl:m3:imperf
37,coś,subst:sg:gen:n
38,inny,adj:sg:gen:n:pos
39,",",interp
40,teraz,adv
41,pokornie,adv:pos
42,powtarzać,praet:pl:m3:imperf
43,akt,subst:pl:nom:m3
44,wiara,subst:sg:gen:f
45,",",interp
46,uwielbienie,subst:pl:nom:n
47,",",interp
48,dziękczynienie,subst:pl:nom:n
49,.,interp
50,.,interp
51,.,interp
52,adoracja,subst:sg:nom:f
53,zbliżać,praet:sg:f:imperf
54,się,qub
55,do,prep:gen
56,koniec,subst:sg:gen:m3
57,",",interp
58,kiedy,adv
59,w,prep:loc:nwok
60,drzwi,subst:pl:loc:n
61,kaplica,subst:sg:gen:f
62,stanąć,praet:sg:f:perf
63,stary,adj:sg:nom:f:com
64,zakonnica,subst:sg:nom:f
65,.,interp
66,gdyby,comp
67,nie,qub
68,habit,subst:sg:nom:m3
69,",",interp
70,wyglądać,praet:sg:f:imperf
71,by,qub
72,na,prep:acc
73,typowy,adj:sg:acc:f:pos
74,mieszkanka,subst:sg:acc:f
75,tutejszy,adj:pl:gen:f:pos
76,wieś,subst:pl:gen:f
77,:,interp
78,niski,adj:sg:nom:f:pos
79,",",interp
80,otyły,adj:sg:nom:f:pos
81,",",interp
82,o,prep:loc
83,szeroki,adj:sg:loc:f:pos
84,",",interp
85,czerwony,adj:sg:loc:f:pos
86,twarz,subst:sg:loc:f
87,.,interp
88,brzydki,adj:sg:nom:f:pos
89,",",interp
90,jednak,conj
91,pogodny,adj:sg:nom:f:pos
92,i,conj
93,wzbudzać,pact:sg:nom:f:imperf:aff
94,zaufanie,subst:sg:acc:n
95,.,interp
96,skinąć,praet:sg:f:perf
97,głowa,subst:sg:inst:f
98,dominikanin,subst:sg:dat:m1
99,i,conj
100,uklęknąć,praet:sg:f:perf
101,obok,adv
102,.,interp
0,zmiarkować,praet:sg:m1:perf
1,to,subst:sg:acc:n
2,Rocho,subst:sg:nom:m1
3,stać,pact:sg:nom:m1:imperf:aff
4,z,prep:inst:nwok
5,kłąb,subst:sg:inst:m3
6,na,prep:loc
7,ubocze,subst:sg:loc:n
8,i,conj
9,rzec,praet:sg:m1:perf
10,:,interp
11,-,interp
12,mocno,adv:pos
13,stajać,fin:pl:sec:perf
14,on,ppron3:sg:dat:m1:ter:nakc:npraep
15,naprzeciw,adv
16,",",interp
17,choć,comp
18,wczoraj,adv
19,jeszcze,qub
20,pić,praet:pl:m1:imperf
21,być,aglt:pl:sec:imperf:nwok
22,z,prep:inst:nwok
23,on,ppron3:sg:inst:m1:ter:akc:praep
24,w,prep:loc:nwok
25,karczma,subst:sg:loc:f
26,.,interp
27,-,interp
28,wróg,subst:sg:nom:m1
29,ja,ppron12:sg:dat:m1:pri:nakc
30,każdy,adj:sg:nom:m1:pos
31,",",interp
32,który,adj:sg:nom:m1:pos
33,wieś,subst:sg:acc:f
34,cały,adj:sg:acc:f:pos
35,móc,praet:sg:m1:imperf:nagl
36,powieść,inf:perf
37,na,prep:acc
38,dziady,subst:pl:acc:n
39,!,interp
40,-,interp
41,ale,conj
42,dziedzic,subst:sg:nom:m1
43,to,qub
44,wama,subst:sg:gen:m1
45,nie,qub
46,wróg,subst:sg:inst:m1
47,!,interp
48,-,interp
49,dorzucić,praet:sg:m1:perf
50,poważnie,adv:pos
51,Kłąb,subst:sg:nom:m1
52,.,interp
53,zawrzeszczeć,praet:sg:m1:perf
54,on,ppron3:pl:acc:m1:ter:akc:npraep
55,",",interp
56,zakrzyczeć,praet:pl:m1:perf
57,i,conj
58,inszy,adj:pl:nom:m1:pos
59,",",interp
60,a,conj
61,kowal,subst:sg:nom:m1
62,rzucać,praet:sg:m1:imperf
63,się,qub
64,między,prep:acc
65,człowiek,subst:pl:acc:m1
66,",",interp
67,podjudzać,praet:sg:m1:imperf
68,",",interp
69,do,prep:gen
70,pomsta,subst:sg:gen:f
71,wzywać,praet:sg:m1:imperf
72,",",interp
73,niestworzony,adj:pl:acc:f:pos
74,rzecz,subst:pl:acc:f
75,wymyślać,praet:sg:m1:imperf
76,na,prep:acc
77,on,ppron3:sg:acc:m1:ter:akc:praep
78,;,interp
79,aż,qub
80,i,qub
81,naród,subst:sg:nom:m3
82,dość,qub
83,już,qub
84,wzburzyć,ppas:sg:nom:m3:perf:aff
85,zmącić,praet:sg:m3:perf
86,się,qub
87,do,prep:gen
88,dno,subst:sg:gen:n
89,i,conj
90,zakłębić,praet:sg:m3:perf
91,",",interp
92,zacząć,praet:pl:m1:perf
93,głośno,adv:pos
94,wołać,inf:imperf
95,",",interp
96,by,comp
97,przywieść,inf:perf
98,podpalacz,subst:sg:acc:m1
99,",",interp
100,skuć,inf:perf
101,w,prep:loc:nwok
102,",",interp
103,kajdany,subst:pl:acc:n
104,i,conj
105,do,prep:gen
106,urząd,subst:sg:gen:m3
107,powieść,subst:sg:acc:f
108,",",interp
109,a,conj
110,inszy,adj:pl:nom:m1:pos
111,",",interp
112,gorący,adj:pl:nom:m1:com
113,",",interp
114,już,qub
115,się,qub
116,oglądać,praet:pl:m1:imperf
117,za,prep:inst
118,kij,subst:pl:inst:m3
119,i,conj
120,chcieć,praet:pl:m1:imperf
121,bieżyć,inf:imperf
122,",",interp
123,wywlec,inf:perf
124,on,ppron3:sg:acc:m1:ter:nakc:npraep
125,z,prep:gen:nwok
126,chałupa,subst:sg:gen:f
127,i,conj
128,tak,adv:pos
129,sprać,inf:perf
130,",",interp
131,bych,adj:pl:gen:f:pos
132,cały,adj:sg:acc:n:pos
133,życie,subst:sg:acc:n
134,popamiętać,praet:sg:m1:perf
135,!,interp
136,.,interp
137,.,interp
138,.,interp
139,najbarzej,adv:com
140,nastawać,praet:pl:m1:imperf
141,ten,adj:pl:nom:m1:pos
142,",",interp
143,który,adj:pl:dat:m1:pos
144,nieraz,adv
145,Antek,subst:sg:nom:m1
146,żebro,subst:sg:gen:n
147,zrachować,praet:sg:m1:perf
148,kijaszek,subst:sg:inst:m3
149,.,interp
150,.,interp
151,.,interp
0,-,interp
1,głupstwo,subst:sg:nom:n
2,",",interp
3,niech,qub
4,się,qub
5,pan,subst:sg:nom:m1
6,to,subst:sg:inst:n
7,nie,qub
8,przejmować,fin:sg:ter:imperf
9,",",interp
10,kochać,ppas:sg:nom:m1:imperf:aff
11,dyrektor,subst:sg:voc:m1
12,.,interp
13,od,prep:gen:nwok
14,dwadzieścia,num:pl:gen:m3:congr
15,rok,subst:pl:gen:m3
16,tak,adv:pos
17,się,qub
18,kłócić,fin:pl:ter:imperf
19,",",interp
20,znany,adj:pl:nom:f:pos
21,historia,subst:pl:nom:f
22,.,interp
23,dobrze,adv:com
24,potem,adv
25,tańczyć,fin:pl:ter:imperf
26,.,interp
27,on,ppron3:sg:nom:f:ter:akc:npraep
28,pohisteryzuje,fin:sg:ter:imperf
29,",",interp
30,on,ppron3:sg:nom:m1:ter:akc:npraep
31,on,ppron3:sg:acc:f:ter:akc:npraep
32,to,subst:sg:gen:n
